PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
31,2/8/2023,1,1,1000097856,Left,T_A,1000064785,Right,T_B,2,Top,0,0,0,0-0,Fastball,Sinker,InPlay,Undefined,LineDrive,LineDrive,Sacrifice,1,1,87.61817,0.207888,4.703454,2145.080478,121.863769,10:00,4.20904,-3.432,5.56755,-27.34706,10.28564,-14.29993,2.12497,-0.22006,78.65618,-4.896252,2.164692,0.441524,96.09171,19.507626,-0.049342,2804.897253,109.93211,37.09969,3.84663,304.98077,300.97397,5.104083,3.918629,8.82607,5.51331,3.03555,50,4.20934,-9.80376,-126.63452,-0.47203,14.08514,30.01743,-23.37563,85.36898,47.51481,8.962,2.75471,2.30128,0.25778,1000103236,Right,54.9305,-127.7979,15.00872,4.21008,0.43394,-11.68782,3.42609,-10.34965,7.04257,198.482886,2.75441,132.85172,-30.56745,8.04615,-1.85884,0.39219,-0.06856,0.00796,-0.00042,2.30155,47.05694,-10.53961,-2.09749,1.0474,-0.31161,0.05988,-0.00616,0.00023,0.25771,-0.11207,5.47523,-2.18067,0.64721,-0.15231,0.02657,-0.00298,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
32,2/8/2023,2,1,1000097856,Left,T_A,1000055244,Right,T_B,2,Top,1,0,0,0-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.69282,0.371972,3.96365,2123.198735,115.197311,9:45,4.16819,-3.4628,5.60444,-29.23828,8.08563,-14.33698,2.07974,-0.95156,79.03,-5.065306,1.412047,0.439709,,,,,,,,,,,,8.47052,4.36973,3.1325,50,4.18147,-8.15979,-126.89079,-0.19486,13.62967,29.13769,-25.14287,85.72138,,8.66282,,,,1000103236,Right,54.89218,-128.00924,14.56885,4.17042,0.77025,-12.57143,3.45575,-8.68297,6.81484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
33,2/8/2023,2,2,1000097856,Left,T_A,1000055244,Right,T_B,2,Top,1,0,1,0-1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.13703,-0.265745,5.269884,2274.330087,123.035622,10:00,4.10476,-3.54044,5.85694,-27.2747,9.38343,-12.42532,1.58392,0.33419,79.5844,-5.360027,3.055123,0.435769,,,,,,,,,,,,8.00233,5.25166,3.11892,50,4.06733,-11.22615,-127.39077,-1.49671,12.99612,29.03122,-23.64516,86.49632,,8.55263,,,,1000103236,Right,54.64081,-128.44401,14.51561,4.10606,-0.63887,-11.82258,3.53475,-11.69764,6.49806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
34,2/8/2023,2,3,1000097856,Left,T_A,1000055244,Right,T_B,2,Top,1,0,2,0-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,77.43396,1.577489,3.527689,2408.186151,278.810025,3:15,4.12762,-3.50384,5.20371,-49.45235,-1.03831,16.90658,1.4934,1.22701,70.71061,-7.399893,6.509473,0.500792,,,,,,,,,,,,-7.32406,-0.4952,3.16382,50,4.23694,-7.58923,-112.07538,1.38839,-9.22475,22.10056,-32.79775,75.26569,,6.72335,,,,1000103236,Right,55.29526,-113.11475,11.05028,4.13537,2.93084,-16.39888,3.51053,-7.15539,-4.61238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
35,2/8/2023,3,1,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,76.71138,0.720806,4.385437,2332.34698,260.093301,2:45,4.07144,-3.50495,5.10036,-45.44538,4.61855,16.24521,0.96557,1.9893,69.51081,-7.547306,7.238808,0.509253,,,,,,,,,,,,-6.58237,2.60083,3.07719,50,4.10472,-9.15266,-110.77988,-0.13675,-8.02649,23.24964,-29.00261,74.01509,,7.20057,,,,1000103236,Right,55.39587,-111.90659,11.62482,4.07729,1.26876,-14.50131,3.51131,-8.76368,-4.01324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.44747,2.615845,1.265357,1.350488,-0.68663,0.6779,-2.25855,-0.74846,5.82803,-0.66817,127.27835,0.11218,1.88704,-0.54288,108.04449,-10.01285,5.83441,10.37438,-10.82557,-0.73391,-1.23626,2.38155,High,High,High,,,High,High,High,v3
36,2/8/2023,3,2,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,1,0,1-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,86.30863,0.703529,5.964664,2150.450431,123.213057,10:00,4.16473,-3.47975,6.21023,-28.60131,8.9191,-11.72776,2.43416,1.06786,78.42674,-4.650327,3.865806,0.440864,,,,,,,,,,,,7.78886,4.78469,3.0365,50,4.2035,-12.57119,-124.75287,0.65978,12.22807,25.98907,-24.66237,85.49666,,7.88189,,,,1000103236,Right,54.2881,-125.64301,12.99453,4.16644,1.50448,-12.33118,3.47424,-12.99001,6.11404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
37,2/8/2023,3,3,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,1,1,1-1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,87.82603,-0.901991,5.831218,2100.232336,125.236891,10:15,4.08892,-3.62051,6.04705,-26.68009,9.83032,-12.16516,1.02613,0.78284,79.81745,-5.886804,3.658379,0.43489,,,,,,,,,,,,8.01371,5.68579,3.17168,50,4.00399,-12.47222,-126.93197,-2.85867,12.99757,27.40398,-22.95219,86.67113,,8.00858,,,,1000103236,Right,54.452,-127.88953,13.70199,4.08987,-2.05667,-11.47609,3.61542,-12.92638,6.49879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
38,2/8/2023,3,4,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,2,1,2-1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.87598,0.850605,2.627021,2143.573704,115.983947,9:45,4.06523,-3.54795,5.73059,-29.10218,8.69272,-15.05406,2.4331,-2.3542,78.23119,-4.586431,-0.063837,0.442474,,,,,,,,,,,,8.63878,4.49677,3.33875,50,4.11838,-5.16325,-125.93179,0.90033,13.65029,29.40033,-25.06863,85.1856,,8.6448,,,,1000103236,Right,54.76927,-127.04036,14.70017,4.06661,1.84557,-12.53431,3.54314,-5.67795,6.82514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
39,2/8/2023,3,5,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,3,1,3-1,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,87.45185,0.292106,4.935685,2126.315141,130.5678,10:15,4.03894,-3.6732,6.04387,-27.20588,9.46989,-9.6456,2.04323,0.10395,79.50771,-4.795321,3.209761,0.435874,,,,,,,,,,,,6.29713,5.17717,3.2924,50,4.04737,-10.51477,-126.53952,-0.2283,10.17776,26.58667,-23.80642,86.47551,,7.94414,,,,1000103236,Right,54.45126,-127.47132,13.29334,4.04074,0.60606,-11.90321,3.66717,-10.87148,5.08888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
40,2/8/2023,3,6,1000097856,Left,T_A,1000187793,Left,T_B,2,Top,2,3,2,3-2,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Single,0,1,87.50287,0.562094,5.196173,2061.087174,121.203755,10:00,4.0251,-3.50376,6.0499,-29.83214,7.12311,-9.59182,2.0616,0.52038,78.92822,-5.013678,3.480812,0.437532,98.29586,-3.594516,-29.481539,,,,,27.39134,16.43306,-30.236501,0.187387,6.58634,3.86429,3.10359,50,4.0531,-11.11228,-126.50872,0.27806,10.53362,28.97472,-25.9938,86.1479,1.97748,8.57465,1.52505,1.97748,-0.40545,1000103236,Right,54.44767,-127.52332,14.48736,4.02743,1.18827,-12.9969,3.49916,-11.48113,5.26681,101.001726,1.5282,125.02935,-36.88824,,,,,,,1.9773,-9.02533,-8.14183,,,,,,,-0.40408,-70.90919,-2.93945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
41,2/8/2023,4,1,1000097856,Left,T_A,1000110355,Right,T_B,2,Top,2,0,0,0-0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,75.61367,1.167483,2.511028,2206.287074,285.023091,3:30,4.11502,-3.5098,5.00863,-54.48554,-3.63016,19.51434,0.67776,0.48807,69.466,-8.655462,5.950525,0.513263,,,,,,,,,,,,-8.98701,-1.72717,3.25197,50,4.18287,-5.56962,-109.61089,0.35723,-10.85849,20.61718,-34.26088,73.43692,,6.14767,,,,1000103236,Right,55.49311,-110.63928,10.30859,4.12243,2.06618,-17.13044,3.51628,-5.028,-5.42925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
42,2/8/2023,4,2,1000097856,Left,T_A,1000110355,Right,T_B,2,Top,2,1,0,1-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.02586,-0.384947,5.139139,2057.665288,114.13049,9:45,4.1172,-3.53883,5.87237,-30.08474,6.21433,-11.29146,1.25114,0.30641,80.47638,-5.951943,3.124812,0.43363,,,,,,,,,,,,7.23756,3.61764,3.12877,50,4.0684,-10.99575,-127.42411,-1.88258,11.89933,26.18928,-26.22624,86.92311,,7.54948,,,,1000103236,Right,54.62758,-128.37169,13.09464,4.11935,-0.93367,-13.11312,3.5344,-11.42628,5.94967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
43,2/8/2023,4,3,1000097856,Left,T_A,1000110355,Right,T_B,2,Top,2,1,1,1-1,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Error,0,1,86.99329,0.194026,4.47359,1996.74218,127.974777,10:15,4.15664,-3.53191,5.79137,-30.17592,7.53981,-7.9326,1.82302,-0.02298,78.48618,-5.423036,3.059097,0.442011,66.31794,-44.344126,-38.040761,,,,,3.33509,3.33053,-16.1561,0.025593,5.49028,4.15784,3.16789,50,4.15468,-9.51544,-125.84677,-0.58595,8.68083,28.89395,-25.59999,85.27496,1.74492,8.50711,1.7973,1.74492,0.17216,1000103236,Right,54.70638,-126.92274,14.44698,4.15875,0.36736,-12.79999,3.52825,-9.8387,4.34041,180,1.79665,54.94083,,,,,,,,1.74572,-68.18061,,,,,,,,0.17266,-42.98746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
44,2/8/2023,1,1,691205,Right,T_B,1000049656,Left,T_A,2,Bottom,0,0,0,0-0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,86.79516,1.009824,-2.356137,1854.99392,271.452763,3:00,5.00297,1.96436,5.5064,-37.15392,0.7878,19.58127,2.85211,1.3914,78.75405,-5.819707,1.132687,0.443333,,,,,,,,,,,,-10.55575,0.48685,-1.77208,50,5.06632,4.32098,-125.86658,0.84998,-16.78822,27.59501,-31.39972,85.02065,,8.04112,,,,1000055344,Right,54.99291,-126.9565,13.79751,5.00826,2.09018,-15.69986,-1.95584,4.98407,-8.39411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4935,2.024011,0.748083,1.275928,-0.63894,2.63732,-1.43446,-0.374,6.00455,-0.31561,127.27909,-0.23013,-2.58702,-0.24128,111.60494,-9.22073,6.03128,10.42478,-12.03553,-0.35375,-4.34615,2.05737,High,High,High,,,High,High,High,v3
45,2/8/2023,1,2,691205,Right,T_B,1000049656,Left,T_A,2,Bottom,0,0,1,0-1,Cutter,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,1,93.43676,-1.931736,-3.629846,2228.992647,246.106632,2:15,5.21866,1.73743,5.58692,-23.36029,9.06457,18.14473,1.4638,-0.14462,85.55908,-6.254242,-0.396534,0.409836,68.57083,-40.35138,31.059884,,,,,2.96301,2.96301,20.154395,0.022245,-10.20851,5.42323,-1.43761,50,5.03721,7.76701,-135.43236,-5.43743,-18.99218,29.11484,-22.08455,91.96948,1.45172,7.87769,1.31785,1.45172,0.13933,1000055344,Right,54.91351,-136.48457,14.55742,5.21929,-4.6393,-11.04227,-1.73071,8.45339,-9.49609,,1.31733,65.80099,,,,,,,,1.45224,-65.26145,,,,,,,,0.13902,39.63088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
46,2/8/2023,2,1,691205,Right,T_B,1000066765,Right,T_A,2,Bottom,1,0,0,0-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,82.69884,0.685402,-1.376935,2274.689233,109.406867,9:45,5.31284,1.73259,4.13124,-39.36719,3.98732,-7.71083,2.68991,-0.23101,76.22941,-6.342954,-2.716387,0.473902,,,,,,,,,,,,3.34957,2.12461,-1.57056,50,5.34723,3.24664,-119.90758,-0.19799,4.91439,21.50456,-29.0569,79.53638,,6.46943,,,,1000055344,Right,56.36788,-121.04422,10.75228,5.31711,1.33785,-14.52845,-1.7353,2.98689,2.45719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
47,2/8/2023,2,2,691205,Right,T_B,1000066765,Right,T_A,2,Bottom,1,0,1,0-1,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,84.4324,-0.389142,-2.342082,2451.967213,105.2796,9:30,5.18188,1.82689,4.20816,-38.18754,3.83473,-8.96886,1.62652,-1.16518,77.09303,-7.223453,-3.901141,0.466564,,,,,,,,,,,,3.63697,2.36043,-1.55926,50,5.09952,5.42776,-122.19027,-2.4234,5.47075,25.21533,-28.62348,80.7873,,7.33937,,,,1000055344,Right,56.28974,-123.48141,12.60767,5.18609,-0.95775,-14.31174,-1.83001,5.14763,2.73538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.61554,1.567635,0.72745,0.840186,0.14369,1.46283,1.25239,-1.2483,5.62371,-1.66534,66.67696,5.34684,-58.10702,-1.25109,84.26098,-4.06184,5.67907,11.45756,-14.06687,-1.83335,-77.98287,12.97989,High,High,High,,,High,High,High,v3
48,2/8/2023,2,3,691205,Right,T_B,1000066765,Right,T_A,2,Bottom,1,0,2,0-2,Slider,Slider,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,83.21823,0.51098,-0.378253,2380.23945,98.772902,9:15,5.22445,1.53351,4.06561,-39.3138,3.95729,-16.68643,2.43905,-0.22029,76.10556,-6.518408,-3.275,0.473446,,,,,,,,,,,,7.88949,2.15181,-1.47151,50,5.23943,1.5966,-120.57092,-0.57002,11.59345,23.82559,-29.01199,79.61298,,7.11267,,,,1000055344,Right,56.43342,-121.83557,11.91279,5.22882,0.96992,-14.50599,-1.53992,0.98123,5.79672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
49,2/8/2023,3,1,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,94.78414,-1.267956,-1.875885,2457.35995,228.487687,1:30,5.40339,1.40626,5.76418,-16.04103,15.29032,16.12095,2.88571,1.00314,86.31726,-4.309769,1.009827,0.402866,,,,,,,,,,,,-8.77363,8.4652,-1.26096,50,5.28878,3.7742,-137.58664,-3.56704,-16.76389,31.4424,-15.99947,93.56064,,8.46688,,,,1000055344,Right,54.73515,-138.66453,15.7212,5.40166,-3.01856,-7.99973,-1.40019,4.34889,-8.38195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
50,2/8/2023,3,2,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,0,1,0-1,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,83.23844,0.267879,-1.324029,2357.041555,56.110233,7:45,5.3266,1.5403,4.1064,-47.999,-4.86264,-9.24595,1.58382,-0.50102,76.471,-8.248109,-2.931759,0.472708,,,,,,,,,,,,4.0702,-2.01595,-1.38174,50,5.30454,3.22869,-120.6276,-1.4896,5.99364,23.59426,-35.14268,79.73721,,6.76744,,,,1000055344,Right,56.39383,-121.87179,11.79713,5.33423,0.36357,-17.57134,-1.54366,2.91262,2.99682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
51,2/8/2023,3,3,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,0,2,0-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,84.06206,0.60931,-1.961285,2534.292094,56.383811,8:00,5.33708,1.41738,3.95346,-47.77794,-5.18425,-9.80855,1.9423,-1.28811,77.12088,-7.846402,-3.660137,0.469725,,,,,,,,,,,,4.13469,-2.26366,-1.18115,50,5.35273,4.64733,-121.74024,-0.80212,6.19795,24.15803,-35.56731,80.24357,,6.94119,,,,1000055344,Right,56.54677,-123.03252,12.07901,5.34475,1.10047,-17.78366,-1.42088,4.31579,3.09898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
52,2/8/2023,3,4,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.70318,-0.359777,-1.046617,2540.950449,69.155193,8:15,5.34225,1.45529,4.21625,-48.13636,-5.28603,-17.66284,0.98625,-1.0191,76.44964,-8.915351,-4.125712,0.471139,,,,,,,,,,,,8.22733,-2.06075,-1.32063,50,5.2523,3.04823,-121.22643,-2.79724,12.11675,25.98227,-35.20904,80.00288,,7.25354,,,,1000055344,Right,56.28428,-122.56593,12.99113,5.34972,-0.98206,-17.60452,-1.46167,2.42356,6.05838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
53,2/8/2023,3,5,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,2,2,2-2,Fastball,Sinker,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,95.35443,-2.288146,-2.652639,2409.257716,234.645975,1:45,5.38159,1.4023,5.70427,-17.19989,13.82579,18.0734,1.81285,0.43503,87.07071,-5.521579,0.577932,0.400896,88.05111,-18.570589,82.519667,,,,,4.46837,0.70525,76.479179,0.040493,-9.94075,7.97339,-1.19129,50,5.17892,5.57381,-138.28933,-6.11804,-19.23511,31.06442,-16.74573,94.02042,1.66783,8.28372,0.39842,1.66783,-0.57751,1000055344,Right,54.79542,-139.36237,15.53221,5.38026,-5.5396,-8.37286,-1.3953,6.23824,-9.61756,,0.39827,15.96028,,,,,,,,1.66823,-41.18809,,,,,,,,-0.57867,121.55273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
54,2/8/2023,3,6,691205,Right,T_B,1000103136,Right,T_A,2,Bottom,2,2,2,2-2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,96.37928,-0.88992,-2.179978,2410.108607,209.489687,1:00,5.56001,1.38333,5.36309,-11.34568,19.53859,10.45997,3.77937,0.20981,87.31711,-3.084841,-0.322877,0.399982,,,,,,,,,,,,-5.86327,10.34701,-1.19513,50,5.47242,4.79946,-139.70934,-2.50306,-11.52166,33.17312,-11.84157,94.23543,,9.06218,,,,1000055344,Right,55.13372,-140.92304,16.58656,5.55608,-2.06982,-5.92079,-1.37844,5.221,-5.76083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
55,2/8/2023,1,1,1000097856,Left,T_A,1000187798,Right,T_B,3,Top,0,0,0,0-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,80.6915,0.767319,2.002878,1336.982088,49.926722,7:45,3.77216,-3.60949,5.89302,-50.38759,-7.45796,-10.45327,0.2861,-2.62023,74.14896,-8.466399,0.123877,0.471574,,,,,,,,,,,,5.91233,-3.60795,3.4541,50,3.80517,-3.69889,-117.2352,-0.10855,8.21088,22.60384,-37.18469,79.92898,,6.54254,,,,1000103236,Right,54.60842,-118.1204,11.30192,3.78091,1.34765,-18.59234,3.60525,-4.02044,4.10544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
56,2/8/2023,1,2,1000097856,Left,T_A,1000187798,Right,T_B,3,Top,0,1,0,1-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.09736,0.526263,3.252435,2036.41536,133.457581,10:30,4.06839,-3.42541,5.96112,-27.17009,9.50567,-8.8513,2.29301,-1.14387,79.78703,-4.53947,1.665431,0.435874,,,,,,,,,,,,5.41185,5.08075,3.172,50,4.095,-6.82166,-126.40657,0.28068,8.78629,24.94373,-23.92537,86.47553,,7.31034,,,,1000103236,Right,54.53773,-127.29885,12.47186,4.06966,1.13653,-11.96268,3.42165,-7.13596,4.39314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
57,2/8/2023,1,3,1000097856,Left,T_A,1000187798,Right,T_B,3,Top,0,1,1,1-1,Fastball,Sinker,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,88.13567,1.044094,5.317989,2102.555048,125.847691,10:15,4.07329,-3.44401,6.17122,-28.55104,6.97851,-8.23997,2.66265,0.79522,81.08323,-4.263112,3.842209,0.429009,48.45116,-45.099458,-96.445881,,,,,3.47615,1.57999,-73.098686,0.051687,5.64166,3.64677,3.04469,50,4.1379,-11.56387,-127.68614,1.41983,9.39493,24.14971,-26.10114,87.85937,2.62278,7.05244,1.30403,2.62278,-0.72884,1000103236,Right,54.32963,-128.50241,12.07486,4.075,2.30205,-13.05057,3.44093,-11.88142,4.69746,,1.3044,-5.67691,,,,,,,,2.62617,-50.74303,,,,,,,,-0.72548,-50.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
58,2/8/2023,1,4,1000097856,Left,T_A,1000187798,Right,T_B,3,Top,0,1,2,1-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,77.61359,1.116542,3.727895,2141.781752,277.275692,3:15,4.07813,-3.36401,5.23225,-47.70125,0.34717,9.57276,1.15493,0.94288,70.92415,-7.552434,5.418039,0.498897,,,,,,,,,,,,-3.64945,0.3361,3.01299,50,4.14578,-7.70371,-112.33769,0.55879,-4.6295,21.73768,-31.7477,75.55154,,6.68944,,,,1000103236,Right,55.26592,-113.35208,10.86884,4.08514,2.0403,-15.87385,3.36744,-7.48767,-2.31475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
59,2/8/2023,2,1,1000097856,Left,T_A,1000051953,Right,T_B,3,Top,1,0,0,0-0,Fastball,Cutter,InPlay,Undefined,Bunt,,Single,0,0,86.11629,1.614321,4.900502,2072.48105,130.780532,10:15,4.03332,-3.41861,6.07835,-31.75604,6.19977,-5.69571,2.88648,0.65193,77.95042,-4.309321,3.881525,0.443415,,,,,,,,,,,,4.5063,3.00433,3.04215,50,4.14153,-10.46755,-124.61315,2.51929,7.01239,27.46115,-27.49892,85.00484,,8.16587,,,,1000103236,Right,54.42228,-125.58391,13.73058,4.03529,3.49139,-13.74946,3.41656,-10.71544,3.5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
60,2/8/2023,3,1,1000097856,Left,T_A,691273,Right,T_B,3,Top,1,0,0,0-0,Slider,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,76.19435,1.554234,2.652371,2103.931076,267.094641,3:00,4.03377,-3.44523,5.31231,-47.49121,2.49276,14.86548,1.5369,0.28486,69.1058,-7.134746,5.284419,0.508846,,,,,,,,,,,,-6.64831,1.18933,3.19316,50,4.1405,-5.67936,-110.32781,1.44778,-8.06441,22.53537,-30.73139,74.0743,,7.08855,,,,1000103236,Right,55.18679,-111.38221,11.26769,4.03912,2.88567,-15.3657,3.45006,-5.30203,-4.0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
